0;1;2;3;4;5;6;7;8;9;10;11;12
-0.858382819;-0.665722496;-0.60997429;-0.777393457;-0.936129872;0.436807677;0.55972431;-0.556915765;-0.276165684;2.151767629;-0.599771473;-0.374762645;0.97213454
-0.050990924;0.168094012;-0.308217752;-0.369743366;-0.296546334;-0.127623632;-0.215497969;-0.317317887;0.039931211;0.301935297;-0.283504761;-0.323874796;-0.403497603
-0.559639588;-0.372873652;-0.461288977;-0.677271226;2.227743812;-0.815155968;-0.327333314;-0.473403648;-0.104535069;1.005447311;-0.464050081;-0.651489869;-0.427795317
-0.638972799;-0.512583779;-0.641809291;-0.809380328;-0.129194016;-0.032023898;-0.257436223;-0.617076653;-0.480704632;0.889697744;-0.674154485;-0.612926669;1.525643638
0.872008519;0.627876612;0.122206104;0.103464662;0.886264717;-0.711698722;-0.318437321;-0.129895244;0.161513903;-1.206628687;-0.022719941;-0.648740846;-0.853195299
-1.027399544;-1.137618097;-1.02800323;-0.883465117;-0.744087385;0.931830959;0.534307186;-0.960068597;-1.228233461;0.329602987;-0.930941982;0.68088323;0.181171554
1.596305947;1.467914616;1.420064661;1.486547932;-0.319220135;-0.435376202;-0.240279665;1.332521693;1.187343816;-1.043501639;1.21037473;-0.644601435;-0.303779897
1.452128073;1.358396786;1.624358573;2.042541417;0.12768216;-0.783725919;-0.685079333;2.379995595;2.001320416;-0.979760485;2.541620865;-0.301598516;-1.443058929
1.542976324;1.351313647;1.864626965;2.115310181;0.764712049;-0.876706482;-0.818519233;2.152810441;1.785201327;-1.135437606;2.266460691;-0.563178537;-1.009505901
-1.032396697;-1.201366349;-1.076694925;-0.872163189;-1.47676363;1.367922898;0.341137044;-0.965375598;-1.234707897;-0.265580917;-0.938662324;0.816892207;0.070166991
1.508176147;1.399937314;1.245088077;1.412771042;1.607828405;-0.906826947;-0.397865833;0.938546637;0.547666511;-1.006851073;0.904904656;-0.40462339;-0.402541435
1.133389632;1.011656295;0.957163786;1.042347093;1.18574565;-0.906826947;-0.322885317;0.992459624;0.87778397;-0.996476112;1.012112387;-0.24955591;-0.621722026
1.187618742;1.327897623;1.659937664;1.724207249;0.538283871;-0.705150795;-0.580869125;1.90054277;1.695518892;-0.553287682;1.856294962;-0.54635184;0.111489248
1.052755563;1.110299423;1.409844332;1.699659648;-0.11561184;-0.452400812;-0.094131202;1.436610146;1.506370458;-0.665517255;1.250774011;-0.699322041;0.428620162
-1.040991802;-1.18282519;-1.05429333;-0.902634395;-1.016690662;1.117792086;0.672830511;-0.956668744;-1.229845544;0.043053869;-0.930198785;0.830586354;-1.083108237
-0.855497462;-0.844292808;-0.830038311;-0.870935561;-2.121411501;3.399089857;6.418371368;-0.732126142;-0.263966167;0.789176146;-0.74905328;-1.062567465;1.372753638
-0.532788683;-0.400943299;-0.462277691;-0.665064468;1.990443891;-0.791583431;-0.385792699;-0.469906738;-0.129800657;0.674015781;-0.452655955;-0.579914157;-0.394328883
-1.016405806;-1.200116383;-1.083435164;-0.928416578;-1.084445056;1.180652185;0.54955746;-0.963607306;-1.232480922;-0.44861434;-0.935253464;1.188512543;0.060538068
-0.9198608;-1.051162134;-0.99502168;-0.825544598;-0.800530081;0.189296035;-0.22185225;-0.895424636;-1.206244821;-0.153901492;-0.889723848;2.013118459;-0.59142056
0.547683261;0.658540979;1.312246024;1.344009948;0.187464189;-0.64098111;-0.265696789;1.474399095;1.628491705;-0.400774496;1.425027617;-0.610045626;-0.319910792
-1.029598291;-1.10324404;-1.019189447;-0.886664301;-0.341569238;0.278347843;-0.023598683;-0.946107876;-1.22153411;0.716798106;-0.922522989;1.017127228;-0.431194824
1.460048162;2.130376241;1.729026203;0.866863775;0.9560571;-0.802060114;-0.326697886;0.498612534;0.25970168;0.204939391;0.559684579;-1.0816009;-1.902681838
-0.730568624;-0.816585234;-0.878656822;-0.812484161;-1.476986244;1.650793345;3.541152943;-0.760961485;-0.751566668;-0.154385545;-0.770657575;-0.283208468;1.267558849
1.087056025;1.139069468;1.52713082;1.589426367;0.614686739;-0.762772552;-0.611369674;1.875439573;1.71518345;-0.683095925;1.907371336;-0.45538089;-0.541243623
1.484829446;1.358417619;1.299922244;1.389390482;-0.224043043;-0.439304958;-0.124631751;1.173191073;1.024590767;-1.032946554;1.131548853;-0.588490441;-0.47454783
0.164401985;0.348638644;-0.088982173;-0.005889613;0.754076528;-0.541452619;-0.576421128;-0.242587719;0.042387544;0.00111736;-0.189367241;-0.489575733;-0.285041976
0.55886789;0.779698906;0.127507302;0.174371126;0.843338201;-0.757534211;-0.365459;-0.13999562;0.16381977;-0.158922859;-0.033556083;-0.679911763;-0.66685873
-0.128928329;0.028205349;-0.230937249;-0.380495047;-0.357276835;-0.084407314;-0.116371186;-0.322337965;0.056737521;0.181643167;-0.300044999;-0.589388678;0.093976382
-0.030002679;0.114645478;-0.333068081;-0.390298196;-0.340579593;-0.110599022;-0.196435126;-0.314020051;0.07211784;0.044198137;-0.281987888;-0.31263221;-0.284904814
0.323682855;0.608365272;0.389586207;0.224891609;1.31869004;-0.697293282;-0.312718468;0.138626923;0.334225617;0.145243596;0.154741909;-0.477639624;-0.609361856
-0.17448278;-0.172382484;-0.571862304;-0.505010929;0.635721689;-0.559786815;-0.224393962;-0.388614196;0.070971591;-0.312763027;-0.366484946;-0.045341907;-0.380461045
-0.912278519;-0.782802202;-0.52993451;-0.829959988;-0.465007037;0.049170397;0.222947418;-0.527048919;-0.204361302;1.964372454;-0.544249725;-0.551573313;0.305148742
-1.064578366;-1.127410043;-1.022841325;-0.891819148;-0.448387416;0.263942403;-0.028682108;-0.945271196;-1.222732793;1.008756907;-0.926135818;1.0080989;0.061603111
-0.982465139;-1.177929491;-1.100177203;-0.833511767;-1.140524704;1.157079648;0.408492423;-0.961005877;-1.239785431;-0.614209879;-0.938402087;1.164520838;-0.957763721
1.062627939;1.383021111;1.014112334;0.652048675;1.081145324;-0.799440944;-0.327968742;0.390557135;0.36528189;-0.195912777;0.422211681;-0.772180352;-0.544301934
-0.737564639;-0.801793973;-0.873509554;-0.736561902;-1.127123912;0.61229212;-0.0782455;-0.836712529;-1.189430931;-0.008394938;-0.853147766;2.321049187;1.626737118
-0.893275943;-0.861584;-0.673644292;-0.750352857;-1.555457225;2.538692248;1.997062666;-0.656630848;-0.495816335;1.084861451;-0.752058891;-0.653051548;3.033995826
0.752966328;0.795183065;1.145365484;1.171511277;0.243095316;-0.52704718;-0.143694594;1.506229822;1.680808672;-0.618985689;1.435354681;-0.427535539;-0.26330337
0.717322631;1.044844968;0.440634668;0.338253554;1.333271052;-0.647529037;-0.203424835;0.165661867;0.28653057;-0.015702701;0.165003773;-0.434564349;-0.197512382
1.379009723;1.445269744;1.775604835;1.941560044;0.713774375;-0.757534211;-0.697787895;2.069557397;1.760823909;-0.717727104;2.113965505;-0.559424323;-0.300072603
1.631731368;1.730461166;1.404045483;0.803967686;0.804199031;-0.713008307;-0.392782408;0.59364192;0.378953418;-0.712924191;0.570893469;-0.895948237;-0.594054482
-0.206693033;0.022868828;0.068438128;-0.185440194;-0.074671761;-0.221913781;-0.077610072;0.029006607;0.536326398;0.530384747;0.067653485;-0.49304836;-0.371749869
1.010879416;0.921075446;1.258409012;1.198541946;0.220633733;-0.579430596;-0.216133397;1.478275027;1.763840991;-0.925805398;1.41193865;-0.639943135;-0.112960189
-0.225102746;-0.225357073;-0.485332087;-0.483606891;1.09599418;-0.707769965;-0.507794894;-0.408411838;-0.006810086;-0.283495816;-0.380429856;-0.395644361;-0.295547551
-1.039192826;-1.104702333;-1.025493022;-0.901866631;-0.463529672;0.174890596;-0.060453513;-0.946675345;-1.224257875;0.846953437;-0.926867293;0.980424841;0.093377516
0.711832359;0.961899326;0.081661729;-0.130941838;-0.058757107;-0.473354178;-0.305728759;-0.061387396;0.255597267;-0.174037606;0.13048651;-0.356044219;-1.973010618
1.639901114;1.452269212;1.400350184;1.510400274;-0.389932558;-0.392159883;-0.172924286;1.320658984;1.196220486;-1.13288197;1.231052021;-0.662011359;-0.314259835
-1.079170055;-1.221574128;-1.08477199;-0.917241286;-1.219514818;1.361374971;0.638517394;-0.964130142;-1.233347384;0.162741113;-0.933745969;1.133788595;-0.165048734
1.041390037;1.403987203;0.951362461;0.712655377;1.052070944;-0.741819186;-0.347031585;0.320477852;0.337888144;-0.11065039;0.345238052;-0.783779727;-0.54573507
-0.184715952;0.047015666;-0.196875993;-0.17640183;0.518036679;-0.508712984;-0.587350491;-0.236687745;0.12229854;0.507696452;-0.205581598;-0.396593568;0.102128461
-0.176388095;-0.069338226;-0.515076956;-0.515444777;0.37499466;-1.494830792;-0.927177438;-0.389200793;0.156347385;0.057801632;-0.33716031;-0.165326334;-1.401963328
2.189787889;1.662450948;1.574717683;1.90712487;0.804744782;-0.836109335;-0.691433614;2.17710997;1.98154781;-1.571227945;2.249335905;-0.43143347;-0.853410023
-0.777869281;-0.677142808;-0.597752576;-0.829627257;-0.610186656;0.184057694;0.126362347;-0.58899581;-0.332076086;1.150077942;-0.653487978;-0.897685386;1.417639026
-0.865891542;-1.004080092;-0.986432329;-0.828122021;-1.01576809;0.425021408;-0.084599781;-0.893693183;-1.20443227;-0.303533461;-0.888959551;2.00482209;-0.722874182
-0.766947902;-0.787627695;-0.950742975;-0.785811055;-1.112474068;0.557289534;-0.117642042;-0.868398675;-1.195242904;0.325694688;-0.869193321;2.33681304;-0.118726533
-0.977428009;-1.030746028;-0.716432486;-0.84433198;-1.766709727;3.253725878;2.931141969;-0.677450784;-0.413467927;0.696636311;-0.75169081;-0.76544984;2.690307865
-0.810294211;-0.798647809;-0.63180749;-0.724961013;0.20754986;-0.07393063;-0.45568979;-0.632584629;-0.574599637;0.652506076;-0.707241995;-0.50241175;1.945776223
-1.116408843;-1.352612201;-1.155518877;-0.73586863;-0.90103177;0.287514941;-0.080787212;-0.967974902;-1.241742814;-0.901554024;-0.941215452;1.911453056;-1.369762974
1.560586293;1.587661332;1.053841196;1.072814326;0.476373538;-0.648838622;-0.194528842;1.048318334;1.099702288;-0.807963291;1.046410958;-0.528457285;-0.716125535
-0.208378073;-0.024152591;-0.267092053;-0.313750203;-0.419436229;-0.014999287;0.032318989;-0.347207403;-0.007821846;0.36922045;-0.352811995;-0.467629502;-0.020193069
-0.856097121;-0.941581806;-0.783664105;-0.891624476;-2.528535109;5.610979602;5.932904301;-0.708709027;-0.575683558;0.072928929;-0.760728743;-0.409122931;1.737269338
0.801958421;0.897643251;1.61254913;1.634111643;0.53220258;-0.731342503;-0.551639432;1.858570666;1.704311222;-0.525435276;1.809827395;-0.548617904;0.101252521
-0.879483799;-1.015329784;-0.994914344;-0.815738966;-0.9082732;0.254775306;-0.228206531;-0.894856459;-1.205035253;-0.263739765;-0.883276555;2.103443514;-1.369916266
-1.053784515;-1.228240612;-1.067273717;-0.921149137;-1.062879733;1.134816696;0.560995166;-0.96328071;-1.231534412;-0.275315726;-0.933685013;0.980876048;0.016621839
1.91033527;1.68060045;1.409220318;0.86243895;1.522532587;-0.821703895;-0.39532412;0.751726467;0.457753228;-1.198262897;0.762708565;-0.78477489;-0.304688973
-0.974829489;-0.989080504;-0.737802188;-0.843323855;-2.368497863;4.67724521;3.007393341;-0.68438297;-0.517047446;1.046543608;-0.756991657;-0.573821184;2.598087754
-0.562135367;-0.433499698;-0.626123539;-0.831752762;-0.278195655;0.10548257;-0.107475192;-0.614468139;-0.436580399;0.720029551;-0.676733402;-0.804933002;1.163934053
-0.944027034;-1.098390006;-1.001447228;-0.796471855;0.195213513;-0.164292023;-0.501440613;-0.911045256;-1.213977335;-0.303737926;-0.904095452;1.450707543;-0.779075238
1.485856861;1.683923276;1.464989385;0.855883653;0.822702459;-0.631814012;-0.123360895;0.411304434;0.234948679;-0.534002364;0.376411631;-1.045734919;-0.68660568
-0.795131848;-0.945123376;-0.990484278;-0.807761368;-0.74880479;0.218106914;-0.268873929;-0.895458641;-1.207378921;-0.482058347;-0.887867028;1.907042085;-0.91248693
-0.679597658;-0.881166796;-0.920200889;-0.734351972;-1.157181785;0.608363364;-0.032494677;-0.85797383;-1.189712832;-0.89085669;-0.868227399;2.228793967;0.904027237
1.894156286;1.575036679;1.565324284;1.947857102;0.657867139;-0.775868406;-0.611369674;2.190594187;2.046041751;-1.318819921;2.251122931;-0.467037919;-0.880339265
-0.046473697;-0.224486888;-0.550834615;-0.519502109;0.734790859;-0.646219451;-0.423918385;-0.399408144;0.068860212;-0.972184381;-0.363920095;-0.201585869;-0.210651224
-1.020803301;-1.113868748;-1.013742125;-0.885005116;-0.298522136;0.43025975;0.139070909;-0.924847992;-1.221522824;0.480787905;-0.924604879;0.926409455;0.045498664
1.263772963;1.125326928;1.347314535;0.975423469;1.795866914;-0.973615802;-0.420741244;0.792408629;0.486173815;-1.036007664;0.816571225;-0.651045346;-0.845560489
0.20032912;0.361829116;-0.056937621;0.048747795;0.9780477;-0.698602868;-0.82296723;-0.184348857;0.153536999;-0.087586386;-0.075306412;-0.552278534;-0.403283744
0.830220323;0.723955852;1.709157259;2.116790089;0.109969774;-0.766701308;-0.69270447;2.432631346;1.962473279;-0.970475963;2.577615941;-0.305953503;-0.950810328
-0.331427982;-0.102555232;-0.455784327;-0.430305373;-0.47864121;-0.160363267;-0.113829473;-0.353241983;0.097596722;0.722263284;-0.351698371;-0.100471107;-0.057359052
-0.872860372;-0.730794879;-0.601802086;-0.828291367;-0.761285232;0.182748108;0.036131558;-0.58001762;-0.287301634;1.847968817;-0.642858149;-0.922705677;1.640939462
0.348198891;0.748971832;0.262681645;0.134840698;0.824621227;-0.565025156;-0.287301344;0.094466703;0.351705413;0.416906263;0.144084204;-0.387853512;-0.564397891
1.731663844;1.548694276;1.288001414;1.016150735;1.755855011;-0.933018655;-0.480471486;0.774130824;0.467771013;-1.129403715;0.815073671;-0.602725202;-0.66045008
-0.789734922;-0.91762413;-0.96181814;-0.798425036;-1.162926142;0.610982535;-0.084599781;-0.873643333;-1.197966245;-0.340003708;-0.876121231;2.256723711;0.290059083
-0.774056253;-0.577846781;-0.516733596;-0.843338753;-0.276812448;0.130364692;0.304282215;-0.521790801;-0.219538195;1.762293583;-0.569335558;-0.602952477;1.210505387
-1.169278727;-1.345695724;-1.163434936;-0.790565135;-0.748371934;0.453832287;-0.531941161;-0.970593334;-1.245360617;0.069288582;-0.948942826;1.433473088;-1.858680497
-1.002593674;-1.07722392;-1.023707334;-0.811356849;0.157295784;-0.11976612;-0.468398352;-0.911264875;-1.2135977;0.593390886;-0.903809427;1.816809779;-0.52029817
-0.146620851;-0.122644265;-0.333690876;-0.383986239;-0.458076191;0.00857325;-0.003264984;-0.349630303;0.047691842;-0.257148957;-0.360241621;-0.3765516;0.085861529
1.551711349;1.461518958;1.761458385;1.914921701;0.80619287;-0.802060114;-0.714309025;2.097129875;1.75373075;-0.983098986;2.142992393;-0.518288405;-0.499766342
1.221139648;1.211879971;1.726624795;2.171482125;0.122342586;-0.701222038;-0.568160563;2.325449086;1.956419999;-0.814497776;2.34995891;-0.424197439;-0.542987492
-0.896454133;-1.004871737;-1.007953278;-0.79369231;-0.533719575;0.096315472;-0.253623655;-0.903792142;-1.210006644;-0.016513842;-0.894820727;1.881936567;-0.983734525
1.347187849;1.223608816;1.385176231;1.486175472;-0.335783919;-0.502165057;-0.27205107;1.20474605;1.048891344;-1.018133411;1.159305296;-0.595180846;-1.510837384
-0.095955911;0.209979947;-0.278283337;-0.279185909;-0.186239833;-0.186554975;-0.434085234;-0.288408157;0.078320333;0.6401718;-0.234906234;-0.364302152;-0.437603058
-0.511893186;-0.7959608;-0.825256962;-0.697776394;-1.091581754;0.400139285;-0.395959549;-0.830620565;-1.185825411;-1.344646796;-0.839800696;1.958823994;0.976196532
0.664730589;0.799087125;0.605531681;0.434571727;1.289924292;-0.68943577;-0.273321926;0.168274971;0.268119565;-0.396917592;0.16560595;-0.633634586;-0.418600651
1.511128265;1.7985018;1.481777994;0.721505028;0.793253344;-0.695983697;-0.259342508;0.544594852;0.306561801;-0.40383171;0.543952011;-0.943999328;-0.834761153
0.290931511;1.074200413;0.301137595;0.21760629;1.012040538;-0.647529037;-0.340677304;0.15313772;0.33307177;1.458910202;0.215089257;-0.250775005;-0.828498347
-0.75615405;-0.933873684;-0.981065509;-0.804960468;-1.11392648;0.542884094;-0.012160978;-0.890899056;-1.201797466;-0.700753878;-0.888680559;1.978550117;-0.35556187
-0.709176409;-0.531528468;-0.603436527;-0.827839448;-0.417995847;-0.032023898;-0.273957354;-0.599452536;-0.340262753;1.394069344;-0.66319643;-0.954449795;1.341532256
0.833160648;0.805828606;1.506780814;1.665696256;-0.206138867;-0.365968175;-0.048380379;1.418528497;1.470540492;-0.778018539;1.181066037;-0.758484534;0.2435969
0.835039578;0.586959609;1.133862924;1.167180808;0.285608264;-0.576811425;-0.202153979;1.522840679;1.73761259;-1.213842398;1.470240541;-0.44868965;-0.295467806
1.59336762;1.398062365;1.2544261;1.340662774;1.324457545;-0.90027902;-0.355927578;0.917541844;0.533789096;-1.142603557;0.849795043;-0.434537611;-0.27141692
0.081602149;0.337185208;-0.069183241;0.021404261;0.811932801;-0.583359352;-0.678089624;-0.214020879;0.07910775;0.276766421;-0.122645958;-0.494224006;-0.47506635
-0.679397772;-0.699713439;-0.812547356;-0.717174114;-1.008627375;0.491810263;-0.458231502;-0.824288437;-1.18322083;0.153605476;-0.842832096;1.895217942;2.152846417
1.561383039;1.536166078;1.42050091;0.916505253;0.950903766;-0.808608041;-0.380073846;0.672404621;0.371201316;-0.88649248;0.638165233;-0.761684764;-0.440445557
-0.869338378;-0.592146389;-0.480667588;-0.793771768;0.041320858;-0.096193582;-0.012160978;-0.511970264;-0.289169631;2.855755431;-0.537359326;-0.482196819;0.798843708
-0.903570079;-1.0645576;-1.010139037;-0.748602294;0.285688966;-0.109289436;-0.413751535;-0.910584763;-1.218117749;-0.424423645;-0.907415222;1.537554122;-0.35786711
0.874473315;0.86429992;0.112117457;0.034643974;0.312702798;-0.550619717;-0.31208304;-0.110416404;0.201135391;-0.752932909;0.038109688;-0.497782696;-1.353597945
-0.804383978;-0.55973707;-0.493281079;-0.777358694;0.64375417;-0.415732421;-0.116371186;-0.505556664;-0.253914818;2.231454516;-0.520992578;-0.487193525;0.553257494
1.86265423;1.618556318;1.253593755;1.476158779;1.575467053;-0.853133945;-0.361011003;0.979298778;0.564880331;-1.217220877;0.934964494;-0.352533156;-0.23040593
-0.45907847;-0.322897523;-0.44903799;-0.613729539;1.676257458;-0.782416333;-0.366729856;-0.457129837;-0.141316189;0.553470422;-0.43041162;-0.534933784;-0.84138589
-0.805925699;-0.891166522;-0.82435436;-0.690694687;-1.061838545;0.49835819;-0.317166464;-0.827825729;-1.184732698;-0.025138793;-0.841889619;1.969796691;1.863651189
1.053475153;1.052280181;1.475609103;1.585796123;-0.184963327;-0.385611956;-0.146236306;1.381445908;1.440879564;-0.771510076;1.158165156;-0.711828008;0.08635188
1.452577817;1.759273293;1.267268168;0.785885991;0.869852939;-0.637052354;-0.078880928;0.409854987;0.274354427;-0.356964053;0.36695732;-0.905376802;-0.3147577
0.52967352;0.69814406;1.691359908;1.85412132;0.55966907;-0.807298456;-0.701600463;1.988094764;1.715919628;-0.262162873;2.151685525;-0.467242633;-0.962600185
1.709766318;1.810871878;1.37494013;0.857060627;0.87792917;-0.766701308;-0.443616656;0.685009815;0.373749152;-0.722531716;0.700786366;-0.722764776;-0.924997593
-1.254150383;-1.35448715;-1.16719415;-0.723759208;-0.715877224;0.345136698;-0.587858834;-0.969008531;-1.244708416;2.210285872;-0.941651523;2.085510523;-1.820804525
-0.850099337;-0.710506685;-0.605534466;-0.820454807;-0.781130558;0.121197595;0.314449064;-0.57569749;-0.265999704;1.715858252;-0.614079775;-0.792616709;0.82139638
0.07191047;0.434683576;0.009605826;0.271801713;0.848971888;-0.716937063;-0.683173049;-0.169108675;0.119892755;0.602586582;-0.047036788;-0.530420873;-0.582935172
0.566412592;0.626500191;1.238839634;1.328331863;0.18706977;-0.528356765;-0.222487678;1.600386288;1.683328755;-0.521899646;1.433572883;-0.432106104;0.118879639
-0.88308175;-0.782419504;-0.650542571;-0.746072049;0.62974949;0.159175571;-0.069349507;-0.643146206;-0.646540804;1.580257731;-0.721547954;-0.319303396;2.037490441
-0.928197651;-0.685861944;-0.618634386;-0.754673393;0.204732443;0.062266251;-0.336229307;-0.627633979;-0.570497447;3.00944866;-0.707844524;-0.56912612;2.03688557
0.920131108;1.036319725;1.695158641;1.782405376;0.580681777;-0.726104161;-0.566889707;1.916559573;1.69054924;-0.521915221;1.926794851;-0.569562287;-0.037087208
-0.253306881;-0.37430278;-0.420034962;-0.507712506;1.473462181;-0.678959086;-0.364188144;-0.439866321;-0.086771469;-0.712875394;-0.420628145;-0.625444335;-0.247266619
-0.107084172;0.182312164;-0.287003688;-0.323637777;-0.235339759;-0.142029071;-0.276499066;-0.301720646;0.046069115;0.600351689;-0.246316771;-0.344547619;-0.182342633
1.489406838;1.285461286;1.401793858;1.510042712;-0.422402012;-0.410494079;-0.230112815;1.247807577;1.089771289;-1.152367209;1.105995133;-0.638370594;-0.630028079
-1.049187133;-1.010746576;-1.023904931;-0.888244028;-0.558884729;0.715749367;0.366554168;-0.958068642;-1.227742542;2.025429007;-0.928881193;0.888940016;0.199406959
1.289020982;1.318585378;1.194860982;1.253472356;0.125906509;-0.566334742;-0.134798601;1.098641603;1.055015376;-0.76106351;0.962291501;-0.589167252;-0.512519597
-1.016006034;-1.187825053;-1.15254761;-0.808323038;-1.019059795;0.753727344;0.179738308;-0.966436148;-1.241628291;-0.329700157;-0.940364409;2.16175289;-1.489293067
-0.991160187;-1.171533833;-1.129297081;-0.850687142;-1.14678157;1.037907376;0.283948516;-0.965682357;-1.240478119;-0.458864095;-0.940350342;1.667040645;-1.151303284
-0.858695641;-0.734087497;-0.811986279;-0.903851098;-2.22407452;4.129838512;6.523852432;-0.721592195;-0.262724562;1.645840506;-0.753789111;-1.031053964;-2.288900113
-0.576256523;-0.753253638;-0.794617297;-0.76950227;-1.46235748;1.707105517;0.904126339;-0.821815945;-1.134032097;-0.80639553;-0.838905108;0.832471399;2.453436419
